job_name,mean_salary,max_salary,min_salary,first_grad,second_grad,third_grad,fourth_grad,fiveth_grad,first_department,second_department,third_department,fourth_department,fiveth_department,first_school,second_school,third_school,fourth_school,fiveth_school,first_skill,second_skill,third_skill,fourth_skill,fiveth_skill,number_of_entries ,job_adv.,total_participants,male,female
Muhasebe Yetkilisi, 3.640, 2.330, 4.960,İşletme, Muhasebe (MYO), İktisat, Muhasebe, Maliye, Hizmet, Yapı, Gıda, Tekstil, Finans - Ekonomi, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Uludağ Üniversitesi, Kocaeli Üniversitesi, Süleyman Demirel Üniversitesi, Cari Hesap İşlemleri,Cari Hesap ve Finans Takibi,Çek-senet mevzuatı,Dış Ticaret,ETA,77,15.0,2.414, 46.3, 53.8
Muhtar, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Mutemet, 3.100, 2.730, 3.530,İşletme, İktisat, Kamu Yönetimi, Maliye, İşletme Yönetimi, Sağlık, Eğitim, Hizmet, Yapı, Taşımacılık, Anadolu Üniversitesi, Mustafa Kemal Üniversitesi, Kocaeli Üniversitesi, Balıkesir Üniversitesi, İstanbul Üniversitesi (İÜ), Genel Muhasebe,İnsan Kaynakları Yönetimi,Muhasebe,Photoshop,-, 11,0.0,204, 70.6, 29.4
Mutfak Şefi, 5.180, 2.020, 8.580,Aşçılık (MYO), Gastronomi ve Mutfak Sanatları, Turizm ve Otel İşletmeciliği (MYO), İşletme, Turizm İşletmeciliği ve Otelcilik, Turizm, Gıda, Eğlence - Kültür - Sanat, Hizmet, Yapı, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Süleyman Demirel Üniversitesi, Abant İzzet Baysal Üniversitesi, Muğla Üniversitesi, Gıda Mevzuatı,HACCP,ISO 22000 Gıda Güvenliği HACCP,İşçi Sağlığı ve İş Güvenliği,Sterilizasyon,73,23.0,3.159, 82.9, 17.1
Mübaşir, 4.810, 2.500, 7.930,Hukuk, Adalet Meslek Yüksekokulu (MYO), Adalet (MYO), İktisat, İşletme, Danışmanlık, Hizmet, Arşiv Yönetimi ve Saklama, Gıda, Eğlence - Kültür - Sanat, Mersin Üniversitesi, Anadolu Üniversitesi, Ataşehir Adıgüzel Meslek Yüksekokulu, Gazi Üniversitesi, Afyon Kocatepe Üniversitesi, AutoCAD,Bilgisayar Bakım Onarım,Dosyalama Ve Arşivleme,Evrak Takibi,Yaratıcı Yazarlık,4,0.0,52, 70.5, 29.5
Mücellit Ustası, 2.820, 2.300, 3.830,Radyo ve Televizyon Programcılığı (MYO), Grafik Tasarımı (MYO), İşletme, İşletme Yönetimi, Tarih, Basım - Yayın, Otomotiv, Üretim / Endüstriyel Ürünler, Yapı, Reklam ve Tanıtım, Anadolu Üniversitesi, Plato Meslek Yüksek Okulu, Gazi Üniversitesi, Selçuk Üniversitesi, Abdullah Gül Üniversitesi, C Programming Language,ELEKTRİK BAKIM ONARIM,Endüstriyel Otomasyon,İşçi Sağlığı ve İş Güvenliği,Mekanik Bakım,6,0.0,122, 82.1, 17.9
Müdür Yardımcısı, -, -, -, İşletme, İktisat, Kamu Yönetimi, Muhasebe (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Tekstil, Gıda, Ticaret, Eğitim, Finans - Ekonomi, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Selçuk Üniversitesi, Marmara Üniversitesi, Gazi Üniversitesi, Ticaret,Ergonomics,Rt2,Polymer Synthesis,Production Planning,-,1.0,22.107, 57.8, 42.2
Mühendis, -, -, -, Makine Mühendisliği, Elektrik/Elektronik Mühendisliği, İnşaat Mühendisliği, Jeoloji Mühendisliği, Ziraat Mühendisliği, Yapı, Hizmet, Elektrik & Elektronik, Enerji, Maden ve Metal Sanayi, Yıldız Teknik Üniversitesi (YTÜ), İstanbul Teknik Üniversitesi (İTÜ), Karadeniz Teknik Üniversitesi (KTÜ), Selçuk Üniversitesi, Kocaeli Üniversitesi, Salary Review,ATIKSU ARITMA KONTROL,AutoCAD,Ticaret,İyi B,,5.0,11.968, 75.6, 24.4
Müsteşar, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Müşteri Danışmanı, 2.590, 2.020, 3.300,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), İşletme Yönetimi, Tekstil, Hizmet, Finans - Ekonomi, Telekomünikasyon, Yapı, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Selçuk Üniversitesi, AutoCAD,Bankacılık/Finans,Genel Muhasebe,Muhasebe,-, 485,94.0,17.287, 39.1, 61
Müşteri Deneyimi Uzmanı, 3.970, 2.020, 7.030,Endüstri Mühendisliği, İşletme, İşletme (İngilizce), İktisat, Halkla İlişkiler, Telekomünikasyon, Finans - Ekonomi, Hizmet, Bilişim, Ticaret, İstanbul Üniversitesi (İÜ), Anadolu Üniversitesi, Kocaeli Üniversitesi, Marmara Üniversitesi, Sakarya Üniversitesi, CRM,Dijital Pazarlama,Google Adwords Kampanya Yönetimi,Photoshop,Raporlama,37,22.0,381, 40.7, 59.3
Müşteri Deneyimi Yöneticisi, 5.420, 2.500, 9.090,İşletme, İstatistik, Endüstri Mühendisliği, Uluslararası İlişkiler, Dış Ticaret (MYO), Finans - Ekonomi, Telekomünikasyon, Bilişim, Yapı, Hizmet, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Yıldız Teknik Üniversitesi (YTÜ), İstanbul Teknik Üniversitesi (İTÜ), Bankacılık/Finans,CRM,Dijital Pazarlama,Mobil Pazarlama,Müşteri Hizmetleri Operasyon Yönetimi,40,0.0,99, 43.4, 56.6
Müşteri Hizmetleri Sorumlusu, 2.720, 2.020, 3.780,İşletme, Lojistik (MYO), İktisat, Kamu Yönetimi, Dış Ticaret (MYO), Taşımacılık, Hizmet, Telekomünikasyon, Bilişim, Ticaret, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Selçuk Üniversitesi, Kocaeli Üniversitesi, Sakarya Üniversitesi, Adobe Photoshop,Genel Muhasebe,Muhasebe,Müşteri Hizmetleri Operasyon Yönetimi,Raporlama,70,23.0,3.560, 26.7, 73.3
Müşteri Hizmetleri Temsilcisi, 2.450, 2.020, 3.240,İşletme, İktisat, Kamu Yönetimi, Bilgisayar Teknolojisi ve Programlama (MYO), Muhasebe (MYO), Hizmet, Finans - Ekonomi, Telekomünikasyon, Bilişim, Taşımacılık, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Dumlupınar Üniversitesi, Adobe Photoshop,Genel Muhasebe,-, -, -, 123,181.0,8.144, 31.7, 68.3
Müşteri İlişkileri Sorumlusu, 3.250, 2.020, 4.700,İşletme, İktisat, Halkla İlişkiler ve Tanıtım, Uluslararası İlişkiler, Kamu Yönetimi, Otomotiv, Hizmet, Tekstil, Finans - Ekonomi, Taşımacılık, Anadolu Üniversitesi, Kocaeli Üniversitesi, İstanbul Üniversitesi (İÜ), Sakarya Üniversitesi, Marmara Üniversitesi, Adobe Illustrator,Adobe Photoshop,CRM,Müşteri Hizmetleri Operasyon Yönetimi,Müşteri İlişkileri Yönetimi,46,20.0,2.688, 19.7, 80.3
Müşteri Temsilcisi, 2.610, 2.020, 3.510,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Hizmet, Telekomünikasyon, Finans - Ekonomi, Tekstil, Bilişim, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Selçuk Üniversitesi, Adobe Photoshop,AutoCAD,-, -, -, 1481,1.555,55.916, 33.2, 66.8
Müteahhit, 2.400, 2.020, 3.030,İnşaat Mühendisliği, İşletme, İnşaat (MYO), İktisat, Mimarlık, Yapı, Hizmet, Elektrik & Elektronik, Üretim / Endüstriyel Ürünler, Sağlık, Anadolu Üniversitesi, Kocaeli Üniversitesi, Sakarya Üniversitesi, Gazi Üniversitesi, Çukurova Üniversitesi, Adobe Illustrator,Adobe Photoshop,AutoCAD,ideCAD Statik,İnşaat,4,0.0,338, 83.7, 16.3
Müzik Öğretmeni, 2.980, 2.200, 3.760,Müzik Öğretmenliği, Müzik, Temel Bilimler, Müzik Bilimleri, Türk Musikisi, Eğitim, Eğlence - Kültür - Sanat, Hizmet, Danışmanlık, Turizm, İstanbul Teknik Üniversitesi (İTÜ), Ege Üniversitesi, Marmara Üniversitesi, Gazi Üniversitesi, Gaziantep Üniversitesi, Müzik,Gitar,Piyano,Piyano Çalmak,Spor,98,31.0,4.162, 40.6, 59.4
Nefroloji HemÅŸiresi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Nefroloji uzmanı, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Nenatoloji Uzmanı, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Network Güvenlik Uzmanı, 7.490, 4.190, 10.790,Elektronik ve Haberleşme Müh., Bilgisayar Mühendisliği, Elektrik/Elektronik Mühendisliği, Bilgisayar Teknolojisi ve Programlama (MYO), Elektronik Mühendisliği, Bilişim, Telekomünikasyon, Finans - Ekonomi, Hizmet, Enerji, İstanbul Teknik Üniversitesi (İTÜ), Anadolu Üniversitesi, Marmara Üniversitesi, Sakarya Üniversitesi, Kocaeli Üniversitesi, Cisco Routers,DHCP,DNS,Firewall,LAN (Local Area Network),37,30.0,246, 94.3, 5.7
Network Uzmanı, 5.100, 3.240, 6.950,Elektrik/Elektronik Mühendisliği, Bilgisayar Teknolojisi ve Programlama (MYO), Elektronik ve Haberleşme Müh., Bilgisayar Mühendisliği, İşletme, Bilişim, Telekomünikasyon, Finans - Ekonomi, Hizmet, Eğitim, Anadolu Üniversitesi, Kocaeli Üniversitesi, Sakarya Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Süleyman Demirel Üniversitesi, Cisco,Cisco Routers,DHCP,DNS,Firewall,36,90.0,494, 93.3, 6.7
Noter, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Noter Katibi, 2.460, 2.120, 3.030,İşletme, Adalet Meslek Yüksekokulu (MYO), Kamu Yönetimi, Adalet (MYO), İktisat, Danışmanlık, Hizmet, Bilişim, Reklam ve Tanıtım, Arşiv Yönetimi ve Saklama, Anadolu Üniversitesi, Kocaeli Üniversitesi, İstanbul Aydın Üniversitesi, Süleyman Demirel Üniversitesi, Atatürk Üniversitesi, İnsan Kaynakları Yönetimi,-, -, -, -, 6,0.0,393, 33, 67
Nöroloji Uzmanı, 14.210, 9.000, 20.160,Tıp, Elektronörofizyoloji (MYO), Fizik Tedavi ve Rehabilitasyon, Dahili Tıp Bilimleri, İş Sağlığı ve Güvenliği, -, -, -, -, -, İstanbul Üniversitesi (İÜ), Ege Üniversitesi, Gazi Üniversitesi, Ankara Üniversitesi, Çukurova Üniversitesi, InDesign,-, -, -, -, 15,8.0,242, 33.2, 66.8
Nöroşirurji Uzmanı, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Nükleer Enerji Mühendisi, 5.700, 3.600, 9.490,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3,0.0,-, -, -
Nükleer Fizik Mühendisi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Nükleer Tıp Hemşiresi, -, -, -, Hemşirelik (MYO), Hemşirelik ve Sağlık Hizmetleri, Hemşirelik, İlk ve Acil (Paramedik), NÜKLEER TIP TEKNİKERLİĞİ, -, -, -, -, -, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Fırat Üniversitesi, İzmir Kâtip Çelebi Üniversitesi , Haliç Üniversitesi, Microsoft Office Word,Microsoft Office,Microsoft Office Excel,Microsoft Office Powerpoint,Etkili Yazılı-Sözlü İletişim Grup Tartışmalarına Katılabilme Takım Çalışmasına Yatkınlık İkna Yetene,-,0.0,51, 18.5, 81.5
Nükleer Tıp Teknikeri, 2.550, 2.070, 3.020,Tıbbi Görüntüleme Teknikleri, Radyoloji (MYO), NÜKLEER TIP TEKNİKERLİĞİ, Radyoterapi (MYO), Fizik, Sağlık, Hizmet, Eğitim, Sigortacılık, Ev Eşyaları, İstanbul Aydın Üniversitesi, Okan Üniversitesi, İstanbul Bilim Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Halkla İlişkiler,KRİZ YÖNETİMİ,Kurumsal Pazarlama,Satış Yönetimi,-, 19,10.0,305, 54, 45.9
Odyolog, 3.040, 2.400, 3.810,Odyoloji, Odyometri (MYO), Hemşirelik (MYO), Biyoloji, Fizik Tedavi ve Rehabilitasyon, Sağlık, Eğitim, Hizmet, Taşımacılık, Danışmanlık, İstanbul Üniversitesi (İÜ), İstanbul Aydın Üniversitesi, Hacettepe Üniversitesi, İstanbul Gelişim Üniversitesi, İnönü Üniversitesi, Proje Yönetimi,-, -, -, -, 36,3.0,133, 30.1, 69.9
Odyoloji Uzmanı, 4.830, 2.320, 7.890,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 7,0.0,-, -, -
Odyometri Teknikeri, 2.430, 2.020, 2.870,Odyometri (MYO), Tıbbi Dokümantasyon ve Sekreterlik (MYO), Maliye, Tasarım ve Basım-Yayımcılık (MYO), Sivil Hava Ulaştırma İşletmeciliği (MYO), Sağlık, Hizmet, Sigortacılık, Çevre, Reklam ve Tanıtım, Okan Üniversitesi, Hacettepe Üniversitesi, Cumhuriyet Üniversitesi, Biruni Üniversitesi, Üsküdar Üniversitesi , Microsoft Office,Tiyatro,Bilgisayar,Voleybol,Yüzme,24,3.0,404, 34.2, 65.8
Odyometrist, 2.570, 2.030, 3.120,Odyometri (MYO), Tıbbi Dokümantasyon ve Sekreterlik (MYO), İşletme, Turizm ve Otel İşletmeciliği (MYO), Odyoloji, Sağlık, Hizmet, Sigortacılık, Çevre, Eğitim, Trakya Üniversitesi, Hacettepe Üniversitesi, Cumhuriyet Üniversitesi, Okan Üniversitesi, Ankara Üniversitesi, İşçi Sağlığı ve İş Güvenliği,-, -, -, -, 37,8.0,1.728, 31, 68.9
Okul Müdürü, 5.150, 2.870, 7.430,Sınıf Öğretmenliği, Beden Eğitimi ve Spor Öğretmenliği, Türk Dili ve Edebiyatı, Okul Öncesi Öğretmenlik, Tarih, Eğitim, Danışmanlık, Hizmet, Taşımacılık, Güvenlik, Anadolu Üniversitesi, Gazi Üniversitesi, Marmara Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), İnsan Kaynakları Yönetimi,Proje Yönetimi,Sosyal Medya Yönetimi,Toplam Kalite Yönetimi,-, 116,66.0,2.010, 54.7, 45.3
Okul Öncesi Öğretmeni, 2.780, 2.070, 3.480,Okul Öncesi Öğretmenlik, Çocuk Gelişimi (MYO), Çocuk Gelişimi ve Eğitimi, Sosyal Hizmetler, Çocuk Gelişimi ve Eğitimi Öğretmenliği, Eğitim, Hizmet, Tekstil, Danışmanlık, Eğlence - Kültür - Sanat, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Aydın Üniversitesi, Marmara Üniversitesi, Dokuz Eylül Üniversitesi, Çocuk Gelişimi,-, -, -, -, 189,241.0,9.001, 8.2, 91.8
Okutman / Lektör, 4.110, 3.000, 6.120,Türk Dili ve Edebiyatı, İngiliz Dili Eğitimi, İngiliz Dili ve Edebiyatı, Türkçe Öğretmenliği, Tarih, Eğitim, Hizmet, Sağlık, Bilişim, Taşımacılık, Hacettepe Üniversitesi, İstanbul Üniversitesi (İÜ), Ankara Üniversitesi, Orta Doğu Teknik Üniversitesi (ODTÜ), Marmara Üniversitesi, C Programming Language,Eviews,MATLAB,Matlab Simulink,Minitab,9,0.0,801, 37.8, 62.2
Omurga Cerrahı, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Online Pazarlama Uzmanı, 3.570, 2.250, 5.570,İşletme, İktisat, Uluslararası İlişkiler, Endüstri Mühendisliği, İşletme (İngilizce), Bilişim, Turizm, Tekstil, Ticaret, Medya, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Boğaziçi Üniversitesi, Sakarya Üniversitesi, Adobe Dreamweaver,Adobe Illustrator,Adobe Photoshop,CRM,Depo Ve Lojistik Yönetimi,5,3.0,213, 51.8, 49.9
Operasyon Destek Elemanı, 2.850, 2.020, 3.820,İşletme, Dış Ticaret (MYO), Lojistik (MYO), İktisat, Kamu Yönetimi, Finans - Ekonomi, Taşımacılık, Hizmet, Turizm, Sigortacılık, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Sakarya Üniversitesi, Selçuk Üniversitesi, AutoCAD,Bankacılık/Finans,Depo Ve Lojistik Yönetimi,Genel Muhasebe,Photoshop,120,5.0,2.427, 56.5, 43.5
Operasyon Direktörü, 7.500, 2.800, 12.210,İşletme, Makine Mühendisliği, Endüstri Mühendisliği, Turizm - Otelcilik, İşletme (İngilizce), Turizm, Hizmet, Gıda, Taşımacılık, Bilişim, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), İstanbul Teknik Üniversitesi (İTÜ), Marmara Üniversitesi, Orta Doğu Teknik Üniversitesi (ODTÜ), Bütçe planlama ve raporlama,Depo Ve Lojistik Yönetimi,İşçi Sağlığı ve İş Güvenliği,Kalite Yönetim Sistemleri,Müşteri Hizmetleri Operasyon Yönetimi,76,4.0,795, 79.2, 20.8
Operasyon Genel Müdür Yardımcısı, 12.140, 7.530, 16.750,Endüstri Mühendisliği, Makine Mühendisliği, İşletme, İnşaat Mühendisliği, Ekonometri, Turizm, Hizmet, Finans - Ekonomi, Bilişim, Enerji, Anadolu Üniversitesi, Marmara Üniversitesi, Dokuz Eylül Üniversitesi, Sakarya Üniversitesi, İhsan Doğramacı Bilkent Üniversitesi, AutoCAD,Business Development,Bütçe planlama ve raporlama,Depo Ve Lojistik Yönetimi,Depo Ve Stok Yönetimi,33,0.0,72, 81.8, 18.3
Operasyon Memuru, 2.660, 2.020, 3.360,İşletme, İktisat, Sivil Hava Ulaştırma İşl., Sivil Hava Ulaştırma İşletmeciliği (MYO), Kamu Yönetimi, Havacılık, Finans - Ekonomi, Taşımacılık, Denizcilik, Turizm, Anadolu Üniversitesi, Kocaeli Üniversitesi, İstanbul Üniversitesi (İÜ), Muğla Üniversitesi, Akdeniz Üniversitesi, Bankacılık/Finans,Depo Ve Lojistik Yönetimi,Genel Muhasebe,Müşteri Hizmetleri Operasyon Yönetimi,SAP,41,3.0,1.554, 64.7, 35.3
Operasyon Müdürü, 6.400, 2.150, 10.650,İşletme, Turizm - Otelcilik, İktisat, Makine Mühendisliği, Endüstri Mühendisliği, Turizm, Taşımacılık, Hizmet, Gıda, Güvenlik, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), İstanbul Teknik Üniversitesi (İTÜ), Dokuz Eylül Üniversitesi, Marmara Üniversitesi, AutoCAD,Depo Ve Lojistik Yönetimi,İşçi Sağlığı ve İş Güvenliği,Müşteri Hizmetleri Operasyon Yönetimi,Operasyon,151,32.0,4.563, 77.6, 22.4
Operasyon Sorumlusu, 3.240, 2.020, 4.610,İşletme, Dış Ticaret (MYO), İktisat, Lojistik (MYO), Kamu Yönetimi, Taşımacılık, Turizm, Hizmet, Finans - Ekonomi, Denizcilik, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Marmara Üniversitesi, Uludağ Üniversitesi, Depo Ve Lojistik Yönetimi,Makro ekonomi,Müşteri Hizmetleri Operasyon Yönetimi,Pazarlama Stratejisi,SAP,133,201.0,5.092, 60.2, 39.8
Operasyon Şefi, 4.450, 2.200, 7.030,İşletme, İktisat, Turizm ve Otel İşletmeciliği (MYO), Kamu Yönetimi, Dış Ticaret (MYO), Taşımacılık, Turizm, Hizmet, Finans - Ekonomi, Denizcilik, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Marmara Üniversitesi, Selçuk Üniversitesi, AutoCAD,Depo Operasyon,Depo Ve Lojistik Yönetimi,Dış Ticaret,Elektrik/Elektronik,32,7.0,953, 76.6, 23.4
Operasyon Uzmanı, 3.460, 2.090, 4.840,İşletme, İktisat, Lojistik (MYO), Dış Ticaret (MYO), Uluslararası İlişkiler, Taşımacılık, Finans - Ekonomi, Sigortacılık, Bilişim, Turizm, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Marmara Üniversitesi, Sakarya Üniversitesi, AutoCAD,Depo Ve Lojistik Yönetimi,HACCP,ISO 22000 Gıda Güvenliği HACCP,Müşteri Hizmetleri Operasyon Yönetimi,156,244.0,2.888, 53.7, 46.3
Operasyon Yöneticisi / Yönetmeni, 5.000, 2.410, 7.580,İşletme, İktisat, Kamu Yönetimi, Maliye, Halkla İlişkiler, Finans - Ekonomi, Taşımacılık, Hizmet, Turizm, Bilişim, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Uludağ Üniversitesi, Marmara Üniversitesi, Gazi Üniversitesi, Bankacılık/Finans,Bireysel Krediler,Cari Hesap İşlemleri,Cari Hesap ve Finans Takibi,Depo Ve Lojistik Yönetimi,91,15.0,2.158, 54.2, 45.9
Operatör, -, -, -, Elektrik (MYO), İşletme, Makine (MYO), Otomotiv (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Otomotiv, Üretim / Endüstriyel Ürünler, Maden ve Metal Sanayi, Kimya, Elektrik & Elektronik, Anadolu Üniversitesi, Kocaeli Üniversitesi, Uludağ Üniversitesi, Sakarya Üniversitesi, Selçuk Üniversitesi, Ticaret,Salary Review,Personel Maliyet,Fitnes  1 Yıl,ÇAYCUMA 2002-23 NİSAN SATRANÇ 16 YAŞ ÜÇÜNCÜSÜ,-,10.0,29.969, 77.7, 22.3
Operatör Doktor, 7.420, 2.500, 13.030,Tıp,  Cerrahi Tıp Bilimleri, Mekatronik (MYO), İş Makineleri Operatörlüğü , Eczacılık, Sağlık, Hizmet, Sigortacılık, Otomotiv, Yapı, İstanbul Üniversitesi (İÜ), Ankara Üniversitesi, Ege Üniversitesi, Hacettepe Üniversitesi, Uludağ Üniversitesi, Sosyal Medya Yönetimi,-, -, -, -, 23,1.0,592, 71, 29
Optik Mühendisi, 7.170, 5.000, 10.310,Fizik, Fizik Mühendisliği, Makine Mühendisliği, Elektrik/Elektronik Mühendisliği, Elektronik ve Haberleşme Müh., Elektrik & Elektronik, Otomotiv, Sağlık, Üretim / Endüstriyel Ürünler, Telekomünikasyon, Hacettepe Üniversitesi, Orta Doğu Teknik Üniversitesi (ODTÜ), Ankara Üniversitesi, Gaziantep Üniversitesi, İzmir Yüksek Teknoloji Enstitüsü, AutoCAD,CAD/CAM,CATIA,Dialux,Labview,11,3.0,101, 63.4, 36.6
Optisyen, 2.830, 2.020, 3.680,Optisyenlik (MYO), İşletme, Kamu Yönetimi, İktisat, Biyoloji, Sağlık, Hizmet, Ticaret, Perakende, Sigortacılık, Cumhuriyet Üniversitesi, Süleyman Demirel Üniversitesi, Ondokuz Mayıs Üniversitesi, Muğla Üniversitesi, Ege Üniversitesi, Satış Yönetimi,-, -, -, -, 80,22.0,1.565, 39.3, 60.7
Optitex Operatörü, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Organizasyonel Gelişim Uzmanı, 5.380, 3.000, 8.150,Endüstri Mühendisliği, İşletme, Çalışma Ekonomisi ve Endüstri İlişkileri, İşletme (İngilizce), Psikoloji, Otomotiv, Perakende, Finans - Ekonomi, Üretim / Endüstriyel Ürünler, Telekomünikasyon, Uludağ Üniversitesi, İstanbul Üniversitesi (İÜ), Sakarya Üniversitesi, Yıldız Teknik Üniversitesi (YTÜ), Marmara Üniversitesi, İnsan Kaynakları,İş hukuku,İş ve süreç analizi,İşe Alım,Oracle Uygulamaları,18,13.0,171, 28.1, 71.9
Organizatör, 8.200, 5.000, 11.760,İşletme, İktisat, Kamu Yönetimi, İşletme (İngilizce), Siyaset Bilimi ve Uluslararası İlişkiler, Reklam ve Tanıtım, Eğlence - Kültür - Sanat, Turizm, Hizmet, Eğitim, Anadolu Üniversitesi, Selçuk Üniversitesi, İstanbul Aydın Üniversitesi, Akdeniz Üniversitesi, Uludağ Üniversitesi, Adobe Photoshop,İnsan Kaynakları Yönetimi,Sosyal Medya Yönetimi,-, -, 4,0.0,738, 64.7, 35.3
Orkestra Şefi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Orman Endüstri Mühendisi, 3.840, 2.300, 5.500,Orman Endüstri Mühendisliği, Mobilya ve Dekorasyon (MYO), Ağaçişleri Endüstri Mühendisliği, Selüloz ve Kağıt Teknolojisi (MYO), Makine-Resim-Konstrüksiyon (MYO), Orman Ürünleri, Mobilya & Aksesuar, Yapı, Tekstil, Üretim / Endüstriyel Ürünler, Karadeniz Teknik Üniversitesi (KTÜ), İstanbul Üniversitesi (İÜ), Bartın Üniversitesi, Süleyman Demirel Üniversitesi, Düzce Üniversitesi, 3D Studio Max,Adobe Illustrator,AutoCAD,CSS,Dijital Pazarlama,16,5.0,220, 65.6, 34.4
Orman Mühendisi, 3.260, 2.170, 4.360,Orman Mühendisliği, Peyzaj (MYO), Ormancılık (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Orman Endüstri Mühendisliği, Orman Ürünleri, Hizmet, Yapı, Danışmanlık, Maden ve Metal Sanayi, Karadeniz Teknik Üniversitesi (KTÜ), İstanbul Üniversitesi (İÜ), Süleyman Demirel Üniversitesi, Bartın Üniversitesi, Kahramanmaraş Sütçü İmam Üniversitesi, Adobe Photoshop,ArcGIS,AutoCAD,NETCAD,-, 12,5.0,899, 62.3, 37.7
Ortodonti Uzmanı, 7.470, 2.400, 14.700,Diş Hekimliği, Sağlık, Hizmet, Eğitim, Sigortacılık, -, -, -, -, -, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Hacettepe Üniversitesi, Ankara Üniversitesi, Ege Üniversitesi, Tenis,Buz Pateni,Voleybol,Paten,-, 3,2.0,73, 33.5, 66.5
Ortopedi Hemşiresi, -, -, -, Hemşirelik, Protez ve Ortez (MYO), Hemşirelik ve Sağlık Hizmetleri, Hemşirelik (MYO), Yaşlı Hizmetleri Bakımı (MYO), -, -, -, -, -, İstanbul Üniversitesi (İÜ), İstanbul Bilim Üniversitesi, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Gelişim M.Y.O, CSS3,-, -, -, -, -,0.0,83, 34.7, 66
Ortopedi Teknikeri, -, -, -, Protez ve Ortez (MYO), Biyomedikal Cihaz Teknolojisi (MYO), Muhasebe (MYO), Muhasebe ve Vergi Uygulamaları, Kimya Teknolojisi (MYO), -, -, -, -, -, İstanbul Aydın Üniversitesi, Trakya Üniversitesi, İstanbul Gelişim Üniversitesi, Hacettepe Üniversitesi, Eskişehir Osmangazi Üniversitesi, Cnc Freze,LAN (Local Area Network),-, -, -, -,0.0,233, 39, 61.1
